emp_no,title,fullname,from_date_and_to_date
204246,Senior Staff,Arve Worfolk,1990-04-01 and 9999-01-01
204246,Staff,Arve Worfolk,1985-04-01 and 1990-04-01
204470,Senior Staff,Hein Lichtner,2001-04-02 and 9999-01-01
204470,Staff,Hein Lichtner,1995-04-03 and 2001-04-02
204471,Engineer,Franziska Maginnis,1986-02-17 and 1992-02-17
204471,Senior Engineer,Franziska Maginnis,1992-02-17 and 9999-01-01
205018,Engineer,Yahiko Awdeh,1998-08-05 and 9999-01-01
204764,Engineer,Susanne Mandelberg,1990-11-02 and 1996-11-01
204764,Senior Engineer,Susanne Mandelberg,1996-11-01 and 9999-01-01
205085,Technique Leader,Moni Kornyak,1991-09-26 and 9999-01-01
205174,Staff,Leszek Spinelli,1998-12-10 and 9999-01-01
205627,Engineer,Stabislas Broder,1996-07-16 and 2001-07-16
205500,Senior Engineer,Mary Setiz,1989-01-13 and 9999-01-01
205627,Senior Engineer,Stabislas Broder,2001-07-16 and 9999-01-01
205660,Staff,Kien Barreiro,1997-08-25 and 9999-01-01
205863,Engineer,Aiichiro Kusalik,1990-10-04 and 1996-10-03
205699,Senior Staff,Youjian Yetto,2000-12-06 and 9999-01-01
205699,Staff,Youjian Yetto,1994-12-07 and 2000-12-06
205863,Senior Engineer,Aiichiro Kusalik,1996-10-03 and 9999-01-01
206748,Staff,Yucai Fabrizio,1999-10-06 and 9999-01-01
205789,Senior Staff,Limsoon Skafidas,1999-08-10 and 9999-01-01
206966,Engineer,Tzu Sichman,1987-11-17 and 1992-11-16
206836,Senior Staff,Guadalupe Pfau,2001-03-22 and 9999-01-01
206836,Staff,Guadalupe Pfau,1993-03-22 and 2001-03-22
206966,Senior Engineer,Tzu Sichman,1992-11-16 and 9999-01-01
207021,Engineer,Jacqueline Akaboshi,1997-12-06 and 9999-01-01
207068,Senior Staff,Zhiguo Ariola,1994-09-07 and 9999-01-01
207551,Assistant Engineer,Baziley Falck,1995-02-18 and 9999-01-01
207204,Assistant Engineer,Kellie Schrooten,1991-01-17 and 1999-01-17
207204,Engineer,Kellie Schrooten,1999-01-17 and 9999-01-01
207401,Senior Staff,Shuji Barbanera,1993-08-09 and 9999-01-01
207401,Staff,Shuji Barbanera,1987-08-10 and 1993-08-09
208147,Engineer,Manu Rothenberg,1988-12-06 and 1995-12-07
207779,Senior Staff,Chinya Kamble,1992-05-31 and 9999-01-01
207980,Senior Staff,Remko Vieth,1999-11-22 and 9999-01-01
207980,Staff,Remko Vieth,1990-11-22 and 1999-11-22
208147,Senior Engineer,Manu Rothenberg,1995-12-07 and 9999-01-01
208653,Engineer,Phillip Schade,1989-03-03 and 1998-03-03
208330,Senior Staff,Shen Flanders,1997-07-03 and 9999-01-01
208330,Staff,Shen Flanders,1989-07-03 and 1997-07-03
208653,Senior Engineer,Phillip Schade,1998-03-03 and 9999-01-01
208784,Senior Engineer,Pranjal Juneja,1985-03-21 and 9999-01-01
208639,Senior Staff,Larisa Lukaszewicz,1994-10-10 and 9999-01-01
208639,Staff,Larisa Lukaszewicz,1989-10-10 and 1994-10-10
209565,Senior Staff,Dante Covnot,1998-05-28 and 9999-01-01
209101,Senior Engineer,Xinyu Edelhoff,1997-10-26 and 9999-01-01
209565,Staff,Dante Covnot,1989-05-28 and 1998-05-28
210017,Senior Staff,Shalesh Lovengreen,1996-09-28 and 9999-01-01
209443,Senior Staff,Krassimir Garnier,1998-01-26 and 9999-01-01
209712,Assistant Engineer,Nimmagadda Baak,1987-10-30 and 1995-10-30
209712,Engineer,Nimmagadda Baak,1995-10-30 and 9999-01-01
210017,Staff,Shalesh Lovengreen,1990-09-29 and 1996-09-28
210292,Staff,Lihong Zeilberger,1996-04-28 and 9999-01-01
210752,Senior Staff,Saniya Stenning,1991-12-10 and 9999-01-01
210449,Engineer,Gino Lagarias,1997-06-22 and 9999-01-01
210752,Staff,Saniya Stenning,1986-12-10 and 1991-12-10
211967,Engineer,Anwar Bain,1989-01-22 and 1998-01-22
210786,Staff,Werner Ranze,1998-06-05 and 9999-01-01
211858,Engineer,Domenico Ratnaker,1985-03-24 and 1993-03-24
211858,Senior Engineer,Domenico Ratnaker,1993-03-24 and 9999-01-01
211967,Senior Engineer,Anwar Bain,1998-01-22 and 9999-01-01
212361,Engineer,Claudi Stanfel,1996-01-07 and 2001-01-06
211879,Engineer,Gao Ranze,1994-11-24 and 1999-11-24
211879,Senior Engineer,Gao Ranze,1999-11-24 and 9999-01-01
212093,Senior Staff,Leni Henders,1999-11-19 and 9999-01-01
212093,Staff,Leni Henders,1993-11-19 and 1999-11-19
212154,Senior Staff,Sailaja Holburn,1997-03-03 and 9999-01-01
212154,Staff,Sailaja Holburn,1991-03-04 and 1997-03-03
212361,Senior Engineer,Claudi Stanfel,2001-01-06 and 9999-01-01
213016,Engineer,Yongmao Fontan,1993-07-26 and 1998-07-26
213016,Senior Engineer,Yongmao Fontan,1998-07-26 and 9999-01-01
214215,Senior Staff,Xiaoqiang Cardazo,1993-05-28 and 9999-01-01
213140,Staff,Tru Danecki,1997-03-31 and 9999-01-01
213384,Engineer,Pranas Narwekar,1985-09-26 and 1993-09-26
213384,Senior Engineer,Pranas Narwekar,1993-09-26 and 9999-01-01
213447,Engineer,Armond Perly,1989-09-14 and 1996-09-14
213447,Senior Engineer,Armond Perly,1996-09-14 and 9999-01-01
214539,Engineer,Ingmar Kohling,1995-04-25 and 9999-01-01
214391,Senior Staff,Rayond Klassen,1999-09-11 and 9999-01-01
214391,Staff,Rayond Klassen,1993-09-11 and 1999-09-11
214634,Engineer,Shirish Vickson,1989-10-24 and 1997-10-24
214427,Engineer,Peer Molberg,1996-11-17 and 9999-01-01
214634,Senior Engineer,Shirish Vickson,1997-10-24 and 9999-01-01
214995,Engineer,Dinkar Hoppenstand,1994-05-04 and 9999-01-01
214789,Engineer,Arfst Chepyzhov,1989-02-06 and 1997-02-06
214789,Senior Engineer,Arfst Chepyzhov,1997-02-06 and 9999-01-01
214866,Engineer,Gopalakrishnan Angel,1997-07-05 and 2002-07-05
214866,Senior Engineer,Gopalakrishnan Angel,2002-07-05 and 9999-01-01
215629,Senior Staff,Munehiro Manders,1995-05-18 and 9999-01-01
215419,Staff,Flemming Kroha,1995-01-23 and 9999-01-01
215629,Staff,Munehiro Manders,1987-05-18 and 1995-05-18
215746,Staff,Sven Speer,1999-07-08 and 9999-01-01
215843,Senior Staff,Pramod Loncour,1993-03-30 and 9999-01-01
215843,Staff,Pramod Loncour,1987-03-31 and 1993-03-30
216502,Engineer,Xiaocheng Suermann,1997-12-15 and 9999-01-01
216054,Senior Staff,Sahrah Angiulli,1991-07-31 and 9999-01-01
216054,Staff,Sahrah Angiulli,1986-07-31 and 1991-07-31
216342,Engineer,Aiichiro Cromarty,1995-06-10 and 2000-06-09
216342,Senior Engineer,Aiichiro Cromarty,2000-06-09 and 9999-01-01
216573,Engineer,Ashish Vidya,1989-06-16 and 1995-06-16
216375,Senior Engineer,Byong Gustavson,1985-03-12 and 9999-01-01
216573,Senior Engineer,Ashish Vidya,1995-06-16 and 9999-01-01
216921,Senior Staff,Lena Lenart,1995-12-25 and 9999-01-01
216921,Staff,Lena Lenart,1990-12-25 and 1995-12-25
217026,Senior Staff,Otmar Engberts,1998-08-16 and 9999-01-01
217080,Senior Engineer,Masami Puoti,2000-01-21 and 9999-01-01
217026,Staff,Otmar Engberts,1993-08-16 and 1998-08-16
217320,Engineer,Abdelwaheb Denis,1993-09-10 and 9999-01-01
217363,Staff,Horward Marzano,1996-04-11 and 9999-01-01
217387,Engineer,Jianhao Molenaar,1987-10-22 and 1994-10-22
217272,Senior Staff,Yuchang Eldridge,1991-08-01 and 9999-01-01
217272,Staff,Yuchang Eldridge,1986-08-01 and 1991-08-01
217387,Senior Engineer,Jianhao Molenaar,1994-10-22 and 9999-01-01
217800,Senior Staff,Shay Servieres,1998-08-06 and 9999-01-01
217286,Technique Leader,Yannik Spelt,1992-09-22 and 9999-01-01
217551,Engineer,Panayotis Lukaszewicz,1989-06-06 and 1995-06-06
217551,Senior Engineer,Panayotis Lukaszewicz,1995-06-06 and 9999-01-01
218100,Senior Staff,Jiong Garnham,1999-01-02 and 9999-01-01
218022,Technique Leader,Mokhtar Poupard,1992-02-02 and 9999-01-01
218100,Staff,Jiong Garnham,1990-01-02 and 1999-01-02
219035,Technique Leader,Kristine Bierman,1988-05-13 and 9999-01-01
218831,Engineer,Unal DuBourdieux,1996-03-13 and 9999-01-01
219047,Engineer,Aemilian Kusalik,1987-05-27 and 1995-05-27
219047,Senior Engineer,Aemilian Kusalik,1995-05-27 and 9999-01-01
219052,Staff,Marsal Acton,1995-08-02 and 9999-01-01
219497,Technique Leader,Moie Zastre,1991-10-11 and 9999-01-01
219417,Staff,Subhrajyoti Denna,1996-07-25 and 9999-01-01
219967,Senior Staff,Susanna Reeken,1998-03-16 and 9999-01-01
220418,Staff,Poorav Laventhal,1997-08-16 and 9999-01-01
220029,Senior Engineer,Demos Asser,1985-11-04 and 9999-01-01
220131,Engineer,Reinhard Slaats,1994-06-08 and 1999-06-08
220131,Senior Engineer,Reinhard Slaats,1999-06-08 and 9999-01-01
220611,Senior Staff,Yuping Babb,2002-01-31 and 9999-01-01
220528,Senior Staff,Sibyl Rabehasaina,1998-02-23 and 9999-01-01
220611,Staff,Yuping Babb,1995-01-31 and 2002-01-31
220625,Technique Leader,Shigenori Deville,1992-12-24 and 9999-01-01
220699,Staff,Nahid Gyimothy,1995-08-18 and 9999-01-01
220582,Senior Staff,Poornachandra Zielinski,2001-02-12 and 9999-01-01
220582,Staff,Poornachandra Zielinski,1996-02-13 and 2001-02-12
221367,Senior Staff,Saddek Farris,1990-11-06 and 9999-01-01
220799,Senior Engineer,Perla Orlowska,1990-12-03 and 9999-01-01
221126,Engineer,Tesuya dAstous,1988-11-29 and 1995-11-30
221126,Senior Engineer,Tesuya dAstous,1995-11-30 and 9999-01-01
221369,Engineer,Abdulah Pocchiola,1996-08-28 and 9999-01-01
221435,Engineer,Djenana Marrevee,1994-02-06 and 2000-02-06
221435,Senior Engineer,Djenana Marrevee,2000-02-06 and 9999-01-01
222206,Senior Staff,Stein Uludag,1995-01-30 and 9999-01-01
221973,Senior Staff,Sangeeta Kalefeld,1996-06-05 and 9999-01-01
221973,Staff,Sangeeta Kalefeld,1990-06-06 and 1996-06-05
222206,Staff,Stein Uludag,1988-01-30 and 1995-01-30
222770,Senior Engineer,Kazuhiko Kushner,1995-08-01 and 9999-01-01
222311,Senior Engineer,Miyeon Billingsley,1992-12-05 and 9999-01-01
222319,Senior Engineer,Matt Chvatal,1994-11-09 and 9999-01-01
222354,Assistant Engineer,Valdiodio Schlumberger,1993-08-07 and 2001-08-07
222354,Engineer,Valdiodio Schlumberger,2001-08-07 and 9999-01-01
222616,Assistant Engineer,Badri Schapire,1998-01-19 and 9999-01-01
223593,Staff,Hidefumi Moehrke,1998-03-04 and 9999-01-01
222878,Engineer,Annemarie Zallocco,1990-05-28 and 1996-05-27
222878,Senior Engineer,Annemarie Zallocco,1996-05-27 and 9999-01-01
222926,Senior Engineer,Limsoon Erol,1997-12-31 and 9999-01-01
222952,Engineer,Gopalakrishnan Suermann,1991-04-30 and 1998-04-30
222952,Senior Engineer,Gopalakrishnan Suermann,1998-04-30 and 9999-01-01
222998,Senior Staff,Leaf Awdeh,1991-02-20 and 9999-01-01
222998,Staff,Leaf Awdeh,1985-02-20 and 1991-02-20
223595,Technique Leader,Chiranjit Dredge,1999-09-05 and 9999-01-01
224135,Engineer,Annemarie Bressoud,1998-06-23 and 9999-01-01
224335,Engineer,Perry Chachaty,1985-07-22 and 1992-07-22
224335,Senior Engineer,Perry Chachaty,1992-07-22 and 9999-01-01
224390,Senior Staff,True Shobatake,1996-05-17 and 9999-01-01
224934,Senior Staff,George Miake,1996-01-02 and 9999-01-01
224934,Staff,George Miake,1988-01-02 and 1996-01-02
225438,Senior Staff,Remmert Quaggetto,1997-04-28 and 9999-01-01
225438,Staff,Remmert Quaggetto,1992-04-28 and 1997-04-28
225788,Engineer,Ipke Kieras,1995-12-18 and 9999-01-01
225601,Assistant Engineer,Masasuke Genin,1994-06-25 and 1999-06-25
225601,Engineer,Masasuke Genin,1999-06-25 and 9999-01-01
227354,Engineer,Gio Murtha,1986-11-11 and 1994-11-11
225867,Senior Engineer,Ramalingam Remmele,1999-09-03 and 9999-01-01
225964,Engineer,Mooi Cooman,1989-06-07 and 1998-06-07
225964,Senior Engineer,Mooi Cooman,1998-06-07 and 9999-01-01
226216,Technique Leader,Giordano Gini,1993-08-14 and 9999-01-01
226227,Engineer,Herbert Erva,1986-09-06 and 1995-09-06
226227,Senior Engineer,Herbert Erva,1995-09-06 and 9999-01-01
227354,Senior Engineer,Gio Murtha,1994-11-11 and 9999-01-01
227681,Staff,Mikhail Rousseau,1998-11-30 and 9999-01-01
227476,Engineer,Macha Schnabel,1988-05-11 and 1996-05-11
227476,Senior Engineer,Macha Schnabel,1996-05-11 and 9999-01-01
227899,Staff,Garnik Luce,1998-09-15 and 9999-01-01
227901,Senior Staff,Francesca Azuma,2001-06-08 and 9999-01-01
227901,Staff,Francesca Azuma,1996-06-08 and 2001-06-08
228248,Senior Staff,Yuriy Plump,1995-09-09 and 9999-01-01
228098,Engineer,IEEE Kroll,1997-05-10 and 9999-01-01
228248,Staff,Yuriy Plump,1988-09-08 and 1995-09-09
228766,Engineer,Nahla Smailagic,1991-11-22 and 1996-11-21
228554,Senior Staff,Bilhanan Brendel,1990-12-23 and 9999-01-01
228766,Senior Engineer,Nahla Smailagic,1996-11-21 and 9999-01-01
229098,Senior Staff,Berry Yurek,1995-08-16 and 9999-01-01
229248,Staff,Harjit Terekhov,1995-10-19 and 9999-01-01
229386,Technique Leader,Pohua Tasistro,1989-06-02 and 9999-01-01
229220,Engineer,Fabrizio Lichtman,1987-02-09 and 1992-02-09
229220,Senior Engineer,Fabrizio Lichtman,1992-02-09 and 9999-01-01
229547,Senior Staff,Moni Schach,1991-07-04 and 9999-01-01
229391,Engineer,Paloma Henseler,1991-06-11 and 1997-06-10
229391,Senior Engineer,Paloma Henseler,1997-06-10 and 9999-01-01
229404,Staff,Gilbert Kilgour,1996-04-05 and 9999-01-01
229547,Staff,Moni Schach,1986-07-04 and 1991-07-04
229981,Engineer,Jamaludin Fordan,1992-02-06 and 2001-02-05
229727,Engineer,Ewing Millington,1999-09-28 and 9999-01-01
229981,Senior Engineer,Jamaludin Fordan,2001-02-05 and 9999-01-01
230002,Engineer,Tadahiro Backhouse,1991-10-02 and 1999-10-02
230002,Senior Engineer,Tadahiro Backhouse,1999-10-02 and 9999-01-01
230287,Assistant Engineer,Renny Alameldin,1997-09-28 and 9999-01-01
230126,Senior Staff,Bezalel Radivojevic,1995-07-03 and 9999-01-01
230126,Staff,Bezalel Radivojevic,1988-07-02 and 1995-07-03
230354,Senior Staff,Yinghua Lorho,2000-08-08 and 9999-01-01
230498,Engineer,Kolar Puppo,1990-04-25 and 1998-04-25
230498,Senior Engineer,Kolar Puppo,1998-04-25 and 9999-01-01
230354,Staff,Yinghua Lorho,1991-08-09 and 2000-08-08
230689,Senior Staff,Dietrich Crabtree,1986-05-24 and 9999-01-01
230579,Senior Staff,Shahar Negoita,2000-03-18 and 9999-01-01
230579,Staff,Shahar Negoita,1994-03-19 and 2000-03-18
231069,Staff,Trygve Siksek,1995-11-09 and 9999-01-01
230865,Staff,Takushi Brattka,1999-03-09 and 9999-01-01
232697,Engineer,Barry Ramsak,1990-09-07 and 1999-09-07
231459,Assistant Engineer,Nectarios Pramanik,1999-11-18 and 9999-01-01
231671,Staff,Chandrasekaran Pearson,1995-04-14 and 9999-01-01
231798,Engineer,Goetz Alvarado,1988-12-25 and 1997-12-25
231798,Senior Engineer,Goetz Alvarado,1997-12-25 and 9999-01-01
232178,Senior Staff,Etsuo Anandan,1996-12-13 and 9999-01-01
232178,Staff,Etsuo Anandan,1989-12-13 and 1996-12-13
232209,Engineer,Nitsan Rouquie,1988-08-01 and 1995-08-02
232209,Senior Engineer,Nitsan Rouquie,1995-08-02 and 9999-01-01
232697,Senior Engineer,Barry Ramsak,1999-09-07 and 9999-01-01
232723,Assistant Engineer,Tesuya Bugrara,1993-02-13 and 2002-02-13
232723,Engineer,Tesuya Bugrara,2002-02-13 and 9999-01-01
233690,Engineer,Cedric Riefers,1994-09-08 and 9999-01-01
233114,Senior Engineer,Alselm Gargeya,1987-12-25 and 9999-01-01
233394,Engineer,Khalid Lenart,1995-12-24 and 9999-01-01
233397,Senior Staff,Fay Sundgren,1998-07-07 and 9999-01-01
233397,Staff,Fay Sundgren,1990-07-07 and 1998-07-07
233426,Engineer,Etsuo Usery,1995-03-02 and 2000-03-01
233426,Senior Engineer,Etsuo Usery,2000-03-01 and 9999-01-01
233759,Engineer,Zissis Lodder,1999-09-25 and 9999-01-01
233818,Engineer,Kellie Heydon,1985-11-11 and 1991-11-11
233818,Senior Engineer,Kellie Heydon,1991-11-11 and 9999-01-01
233765,Engineer,Kotesh Chachaty,1991-03-25 and 1997-03-24
233765,Senior Engineer,Kotesh Chachaty,1997-03-24 and 9999-01-01
233785,Senior Staff,Baziley Ballarin,1995-07-28 and 9999-01-01
233785,Staff,Baziley Ballarin,1987-07-28 and 1995-07-28
234195,Senior Staff,Luerbio Terkki,1998-05-14 and 9999-01-01
234195,Staff,Luerbio Terkki,1991-05-14 and 1998-05-14
234739,Senior Engineer,Foong Aamodt,1986-06-28 and 9999-01-01
235017,Senior Staff,Irena Dratva,1999-09-07 and 9999-01-01
235017,Staff,Irena Dratva,1991-09-07 and 1999-09-07
235325,Engineer,Gro Prochazka,1992-10-16 and 1998-10-16
235096,Senior Staff,Sverrir Gyimothy,1992-03-20 and 9999-01-01
235096,Staff,Sverrir Gyimothy,1987-03-21 and 1992-03-20
235325,Senior Engineer,Gro Prochazka,1998-10-16 and 9999-01-01
235793,Senior Engineer,Jayesh Spinelli,1992-07-18 and 9999-01-01
235368,Senior Engineer,Anneli Joslin,1987-04-12 and 9999-01-01
235458,Senior Staff,Gio Heuser,1999-06-29 and 9999-01-01
235458,Staff,Gio Heuser,1992-06-28 and 1999-06-29
236315,Technique Leader,IEEE Raczkowsky,1996-07-24 and 9999-01-01
235729,Senior Staff,Henk Anger,2002-01-19 and 9999-01-01
235729,Staff,Henk Anger,1993-01-19 and 2002-01-19
235780,Senior Engineer,Sampalli Bergere,1994-04-08 and 9999-01-01
236566,Senior Staff,Yechezkel Maginnis,2000-12-11 and 9999-01-01
236566,Staff,Yechezkel Maginnis,1992-12-11 and 2000-12-11
236591,Senior Staff,Insup Reinhard,1993-04-08 and 9999-01-01
236591,Staff,Insup Reinhard,1985-04-08 and 1993-04-08
236964,Staff,Adel Foote,1998-08-19 and 9999-01-01
238252,Staff,Uno Suppi,1996-12-27 and 9999-01-01
236827,Engineer,Almudena Rijckaert,1994-02-16 and 1999-02-16
236827,Senior Engineer,Almudena Rijckaert,1999-02-16 and 9999-01-01
236883,Staff,Huan Olivero,1999-11-19 and 9999-01-01
238112,Technique Leader,Miomir Frezza,1991-05-25 and 9999-01-01
238949,Senior Staff,Minghong Cronin,1987-10-04 and 9999-01-01
238422,Senior Staff,Vishv Angelov,1996-03-08 and 9999-01-01
238422,Staff,Vishv Angelov,1988-03-08 and 1996-03-08
239244,Senior Staff,Abdulla Kitai,1996-02-20 and 9999-01-01
239067,Staff,Tadahiko Pocchiola,1996-04-02 and 9999-01-01
239244,Staff,Abdulla Kitai,1987-02-20 and 1996-02-20
239664,Engineer,Sugwoo Michaels,1992-08-02 and 1999-08-03
239415,Engineer,Susumu Brender,1993-04-17 and 2001-04-17
239415,Senior Engineer,Susumu Brender,2001-04-17 and 9999-01-01
239426,Engineer,Vesna Fairtlough,1994-08-09 and 9999-01-01
239664,Senior Engineer,Sugwoo Michaels,1999-08-03 and 9999-01-01
239706,Assistant Engineer,Arunas Bugrara,1997-04-03 and 9999-01-01
239748,Senior Staff,Bilhanan Dusink,1996-06-04 and 9999-01-01
239803,Senior Staff,Oscal Ernst,1997-05-19 and 9999-01-01
239803,Staff,Oscal Ernst,1992-05-19 and 1997-05-19
239748,Staff,Bilhanan Dusink,1988-06-04 and 1996-06-04
240236,Engineer,True Tischendorf,1986-01-19 and 1992-01-19
240132,Senior Staff,Mizuhito Kobara,2001-08-09 and 9999-01-01
240132,Staff,Mizuhito Kobara,1996-08-09 and 2001-08-09
240236,Senior Engineer,True Tischendorf,1992-01-19 and 9999-01-01
240285,Staff,Kolar Greenaway,1998-11-14 and 9999-01-01
240340,Engineer,Mack Staylopatis,1985-04-02 and 1991-04-02
240340,Senior Engineer,Mack Staylopatis,1991-04-02 and 9999-01-01
240870,Senior Staff,Francesca Chorvat,1993-03-03 and 9999-01-01
240438,Senior Staff,Temple Cyre,1999-10-01 and 9999-01-01
240438,Staff,Temple Cyre,1992-09-30 and 1999-10-01
240870,Staff,Francesca Chorvat,1985-03-03 and 1993-03-03
241100,Engineer,Cedric Molenaar,1990-10-06 and 1999-10-06
241100,Senior Engineer,Cedric Molenaar,1999-10-06 and 9999-01-01
241667,Engineer,Atilio Olivero,1985-09-04 and 1992-09-04
241254,Senior Engineer,Jagoda Anguita,1993-05-11 and 9999-01-01
241292,Senior Staff,Uri Lampe,1994-10-17 and 9999-01-01
241292,Staff,Uri Lampe,1987-10-17 and 1994-10-17
241567,Engineer,Emran Miara,1989-05-02 and 1995-05-02
241567,Senior Engineer,Emran Miara,1995-05-02 and 9999-01-01
241667,Senior Engineer,Atilio Olivero,1992-09-04 and 9999-01-01
241728,Senior Engineer,Limsoon Boudaillier,1995-08-12 and 9999-01-01
242019,Senior Engineer,Herb Murrill,1999-09-27 and 9999-01-01
241872,Senior Staff,Bluma Fetvedt,1997-02-02 and 9999-01-01
241872,Staff,Bluma Fetvedt,1992-02-03 and 1997-02-02
243018,Senior Staff,Bowen Deverell,1998-12-27 and 9999-01-01
242081,Assistant Engineer,Tomokazu Pargas,1996-11-15 and 2001-11-15
242081,Engineer,Tomokazu Pargas,2001-11-15 and 9999-01-01
242104,Senior Staff,Richara Sudkamp,1994-09-05 and 9999-01-01
242104,Staff,Richara Sudkamp,1989-09-05 and 1994-09-05
242500,Senior Staff,Bingning Iisaku,1997-06-26 and 9999-01-01
242500,Staff,Bingning Iisaku,1989-06-26 and 1997-06-26
242800,Engineer,Kazuyasu Levergood,1996-02-10 and 9999-01-01
243637,Senior Staff,Marjo Delgrange,1996-06-23 and 9999-01-01
243077,Senior Engineer,Kazunori Perz,1999-02-25 and 9999-01-01
243576,Senior Staff,Abdulah Lodder,2001-11-10 and 9999-01-01
243637,Staff,Marjo Delgrange,1990-06-24 and 1996-06-23
243576,Staff,Abdulah Lodder,1996-11-10 and 2001-11-10
243898,Staff,Arch Basawa,1998-05-10 and 9999-01-01
244308,Senior Staff,Mokhtar Rebaine,2000-07-22 and 9999-01-01
244308,Staff,Mokhtar Rebaine,1991-07-23 and 2000-07-22
244605,Senior Staff,Masoud Suwa,1997-11-25 and 9999-01-01
244605,Staff,Masoud Suwa,1989-11-25 and 1997-11-25
244624,Senior Staff,Boaz Seuren,1994-03-27 and 9999-01-01
244624,Staff,Boaz Seuren,1987-03-27 and 1994-03-27
244711,Assistant Engineer,Rosli Butner,1991-03-20 and 1997-03-19
244711,Engineer,Rosli Butner,1997-03-19 and 9999-01-01
244714,Senior Engineer,Poorav Clouatre,1996-05-06 and 9999-01-01
244820,Engineer,Shigenori Hertweck,1987-04-13 and 1994-04-13
244820,Senior Engineer,Shigenori Hertweck,1994-04-13 and 9999-01-01
245164,Engineer,Filipp Winter,1996-10-24 and 2001-10-24
244873,Senior Staff,Arunachalam Oppitz,1994-05-20 and 9999-01-01
244873,Staff,Arunachalam Oppitz,1986-05-20 and 1994-05-20
245164,Senior Engineer,Filipp Winter,2001-10-24 and 9999-01-01
246146,Engineer,Zhongwei Melski,1987-09-04 and 1993-09-03
245396,Senior Staff,Gift Bottner,2002-03-04 and 9999-01-01
245396,Staff,Gift Bottner,1995-03-04 and 2002-03-04
245664,Staff,Manohar Kilgore,1998-11-17 and 9999-01-01
246146,Senior Engineer,Zhongwei Melski,1993-09-03 and 9999-01-01
246364,Engineer,Alper Tiemann,1998-10-29 and 9999-01-01
246244,Staff,George Casperson,2000-01-20 and 9999-01-01
246902,Staff,Shih Shanbhogue,1998-04-19 and 9999-01-01
246764,Staff,Shuzo Czaja,1997-11-29 and 9999-01-01
247089,Senior Staff,Seongbae Schahn,1997-12-10 and 9999-01-01
246798,Senior Staff,Tianruo Strooper,1999-10-28 and 9999-01-01
246798,Staff,Tianruo Strooper,1993-10-28 and 1999-10-28
247089,Staff,Seongbae Schahn,1992-12-10 and 1997-12-10
247122,Senior Staff,Xiaobin Narlikar,1999-02-14 and 9999-01-01
247122,Staff,Xiaobin Narlikar,1992-02-14 and 1999-02-14
247447,Engineer,Tzu Bakhtari,1994-03-18 and 1999-03-18
247447,Senior Engineer,Tzu Bakhtari,1999-03-18 and 9999-01-01
247456,Engineer,Masako Bahk,1997-07-31 and 9999-01-01
248256,Staff,Sajjan Falby,1996-08-29 and 9999-01-01
247612,Engineer,Chiranjit Constantine,1997-05-25 and 9999-01-01
247875,Senior Staff,Xiong Anick,1991-04-23 and 9999-01-01
247888,Engineer,Abdelghani Lagarias,1985-09-06 and 1992-09-06
247888,Senior Engineer,Abdelghani Lagarias,1992-09-06 and 9999-01-01
248758,Senior Staff,Snehasis Muhlberg,1999-07-16 and 9999-01-01
248351,Senior Staff,Jaana Milicia,1985-06-02 and 9999-01-01
248758,Staff,Snehasis Muhlberg,1991-07-16 and 1999-07-16
249325,Staff,Ute Pokrovskii,1997-06-09 and 9999-01-01
248953,Assistant Engineer,Percy Sudbeck,1996-08-29 and 9999-01-01
249780,Assistant Engineer,Nechama Gaughan,1986-01-16 and 1991-01-16
249239,Senior Engineer,Hideyuki Decleir,1994-05-04 and 9999-01-01
249433,Engineer,Ayonca Matzov,1988-06-03 and 1997-06-03
249433,Senior Engineer,Ayonca Matzov,1997-06-03 and 9999-01-01
249504,Engineer,Dmitry Velardi,1994-03-01 and 2000-02-29
249504,Senior Engineer,Dmitry Velardi,2000-02-29 and 9999-01-01
249780,Engineer,Nechama Gaughan,1991-01-16 and 1996-01-16
249780,Senior Engineer,Nechama Gaughan,1996-01-16 and 9999-01-01
249799,Engineer,Jolita Neimat,1993-12-27 and 1999-12-27
249799,Senior Engineer,Jolita Neimat,1999-12-27 and 9999-01-01
249866,Senior Staff,Steen Gubsky,1998-01-14 and 9999-01-01
249866,Staff,Steen Gubsky,1989-01-14 and 1998-01-14
250411,Senior Staff,Ranga Sommen,1996-01-21 and 9999-01-01
249969,Engineer,Georgi Luiz,1991-06-10 and 1999-06-10
249969,Senior Engineer,Georgi Luiz,1999-06-10 and 9999-01-01
250411,Staff,Ranga Sommen,1989-01-20 and 1996-01-21
251301,Senior Staff,Pintsang Impagliazzo,1989-05-06 and 9999-01-01
250452,Senior Engineer,Alexius Plavsic,2000-01-17 and 9999-01-01
250748,Engineer,Kish Turnbull,1987-02-10 and 1994-02-10
250748,Senior Engineer,Kish Turnbull,1994-02-10 and 9999-01-01
251166,Senior Staff,Hinrich Hooghiemstra,1993-10-05 and 9999-01-01
251166,Staff,Hinrich Hooghiemstra,1985-10-05 and 1993-10-05
251341,Senior Staff,Divier Kumaresan,1998-12-05 and 9999-01-01
251233,Engineer,Yucel Bernini,1993-02-19 and 1998-02-19
251233,Senior Engineer,Yucel Bernini,1998-02-19 and 9999-01-01
251341,Staff,Divier Kumaresan,1992-12-05 and 1998-12-05
251403,Technique Leader,Utpal DuBourdieux,1997-11-19 and 9999-01-01
