emp_no,title,from_date,salary,fullname
281998,Engineer,1998-11-29,48984,Teruyuki Rahier
282001,Senior Engineer,1997-02-10,40000,Mads Benaini
282217,Senior Engineer,1995-06-06,40000,Ortrud Yamaashi
282002,Senior Staff,1994-03-24,80726,Franziska Eickenmeyer
282221,Senior Engineer,1995-06-05,49743,Soenke Kriebel
282005,Senior Staff,1992-09-17,40440,Volkmar Tsukune
282223,Technique Leader,1989-02-15,75436,Shigehito Yeung
282224,Staff,1998-03-22,52345,Moss Litvinov
282006,Senior Staff,1998-09-17,40000,Yishay Capobianchi
282010,Senior Staff,1999-06-15,91057,Ingmar Dalphin
282228,Senior Engineer,1999-05-16,53255,Subhrajyoti Lorin
282230,Senior Engineer,1995-12-03,77705,Zejun Poehlman
282013,Engineer,1999-05-07,68880,Ottavia Hiyoshi
282236,Engineer,1999-09-01,40000,Isaac Talmon
282389,Senior Engineer,2001-02-01,40000,Garnet Zockler
282238,Senior Engineer,1992-02-19,40000,Abdelkader Baumann
282239,Senior Engineer,1998-07-31,40000,Toshiki Baaz
282251,Senior Staff,1992-09-14,42000,Anoosh Valtorta
282252,Engineer,1994-09-24,40000,Yurij Andreotta
282392,Senior Engineer,2002-02-14,40000,Wonhee Hooghiemstra
282394,Technique Leader,1996-10-16,40000,Masato Adachi
282260,Engineer,1999-10-09,40000,Angus Papastamatiou
282395,Senior Engineer,1992-09-29,63251,Nadjib McFarlin
282261,Senior Staff,1998-09-30,47954,Huai Jumpertz
282262,Engineer,1998-11-20,55545,Danae Oskamp
282402,Senior Staff,1995-05-31,40000,Shir Mukaidono
282406,Engineer,2000-01-09,68174,Kasturi Pellegrinelli
282270,Senior Engineer,1994-04-05,46962,Val Giarratana
282273,Senior Engineer,1992-12-22,40000,Sachem Matzen
282408,Senior Staff,1987-08-18,49140,Shaowen Beilner
282410,Senior Staff,1994-01-26,40000,Arvin Marzano
282411,Senior Staff,1999-09-17,50209,Arunachalam Luff
282281,Senior Engineer,2000-10-29,40000,Billur Cullers
282417,Staff,1997-10-15,54527,Ute Quaggetto
282286,Senior Staff,1999-05-05,40000,Leen Guting
282287,Senior Engineer,2000-11-11,40000,Weijing Matzel
282428,Engineer,1997-08-07,62146,Khaled Bergere
282290,Senior Staff,1991-08-03,48409,Otmar Ozeki
282292,Engineer,1998-03-12,52258,Taisook Schapire
282295,Senior Engineer,1993-06-08,63417,Barton Wegerle
282430,Senior Staff,1999-02-16,69447,Shay DasSarma
282432,Senior Staff,1999-11-18,82906,Utz Turnbull
282298,Staff,1999-06-14,81313,Kwok Lubachevsky
282300,Senior Staff,2000-03-14,62066,Billur Ladret
282436,Senior Engineer,1997-08-22,41079,Mohammad Kilgore
282303,Staff,1995-09-11,64297,Ung Mateescu
282446,Engineer,1999-01-14,40000,Freyja Kinley
282457,Engineer,1994-05-17,40000,Youjian Lally
282314,Senior Engineer,1993-08-31,40000,Bilhanan Karcich
282317,Engineer,1997-07-14,46113,Taegyun Llado
282321,Senior Staff,1997-03-03,58933,Tomokazu Erez
282459,Senior Engineer,1991-11-10,85812,Rasiah McFarlin
282325,Engineer,1999-08-21,40767,Pranay Giaccio
282468,Engineer,1995-10-12,41189,Sadok Vingron
282329,Senior Engineer,1995-06-14,40000,Kazuhito Lamba
282470,Senior Engineer,1993-12-07,40000,Chrisa Pagter
282472,Senior Engineer,1997-03-22,54531,Alair Orlowski
282338,Technique Leader,1990-06-25,40000,Makato Jeong
282473,Senior Staff,1993-05-16,40000,Vidar Eppinger
282485,Senior Engineer,1991-03-14,40000,Aamer Strandh
282347,Senior Staff,1995-01-23,84975,Shuky Radivojevic
282348,Technique Leader,1985-11-19,40000,Saddek Oxenboll
282362,Engineer,1996-02-19,40000,Siddarth Lyonns
282365,Senior Engineer,1996-11-29,75594,Szabolcs Birke
282367,Senior Staff,1994-12-11,53103,Atreyi Dalton
282372,Staff,1998-05-03,75589,Navin Lipner
282488,Senior Engineer,1994-11-26,49122,Jianhao Keirsey
282496,Senior Staff,2000-01-21,90866,Yakichi Axelband
282385,Staff,1998-03-21,40000,Kristina Cappelletti
282501,Senior Staff,1986-11-29,81862,Kristinn Rande
282503,Engineer,1998-11-02,40000,Morrie Schnabel
282504,Senior Staff,1987-04-26,59303,Harngdar Pavlopoulou
282506,Senior Staff,1999-04-18,55765,Adas Vesel
282508,Senior Engineer,2001-05-04,54130,Juyoung Merel
282519,Senior Engineer,1993-06-28,60914,Boguslaw Sundgren
282572,Senior Engineer,1996-12-20,58463,Martien Zolotykh
282578,Senior Staff,1993-02-05,43084,Fun Servi
282522,Staff,1997-05-19,54316,Volkmar Bala
282531,Senior Staff,2000-12-23,92934,Marko Laventhal
282583,Senior Engineer,2002-04-01,55267,Khalil Stafford
282586,Senior Staff,1998-06-04,84923,Kiyotoshi Iacovou
282535,Senior Engineer,1999-04-21,52851,Demin Delgrange
282587,Senior Engineer,1995-12-21,52663,Jiann Molenkamp
282540,Senior Staff,1990-03-24,40000,Randi Marakhovsky
282598,Senior Engineer,2000-01-02,70715,Adly Gonthier
282546,Staff,1998-06-28,88477,Sakthirel Chappelet
282601,Senior Staff,1996-08-10,61053,Shay Matzat
282548,Senior Engineer,1997-02-12,52168,Vidya Alameldin
282552,Senior Staff,1999-07-16,67534,Yakkov Koshino
282608,Senior Engineer,1998-12-26,53683,Kankanahalli Garrabrants
282555,Staff,1995-01-25,43585,Conor Wilharm
282562,Senior Engineer,1999-09-21,58161,Toshiko Pellegrinelli
282617,Staff,1995-05-18,40000,Gregory Asser
282563,Senior Staff,1999-01-08,64281,Marlo Openshaw
282565,Senior Staff,1999-02-11,47285,Mang Katalagarianos
282569,Senior Staff,1997-04-02,72794,Yechezkel Kalloufi
282630,Senior Engineer,1993-03-05,40000,Adin Gimbel
282633,Senior Engineer,1995-07-10,44252,Boriana Poulakidas
282635,Engineer,1995-01-24,48902,Mariusz Hofstetter
282764,Senior Staff,1998-10-16,55369,Marjo Tokunaga
282637,Senior Engineer,2001-05-03,40000,Pascal Itzfeldt
282638,Senior Staff,1985-04-19,68549,Sangeeta DeMori
282641,Senior Staff,1990-03-02,82108,Dante Pellegrinelli
282644,Senior Staff,1996-12-02,76228,Alois Deverell
282656,Engineer,1994-02-20,60705,Yechiam Ertl
282765,Senior Staff,1999-04-17,40000,Michaela Lienhardt
282776,Senior Staff,1994-04-07,71122,Kenroku Angelopoulos
282665,Senior Engineer,1998-09-24,40000,Susanta Leonhardt
282668,Senior Staff,2000-07-09,59831,Kazuhira Erol
282670,Senior Engineer,1992-10-09,40000,Becky Nollmann
282780,Senior Staff,1994-03-18,47680,Shooichi Herbst
282675,Senior Engineer,2002-05-11,40000,Itzchak Kusakabe
282782,Senior Engineer,1994-03-30,40000,Lokesh Limongiello
282680,Staff,1998-05-21,40000,Chriss Tischendorf
282786,Senior Staff,1997-05-12,40000,Gererd Peyn
282683,Senior Staff,1994-10-28,50029,Danny Biran
282789,Senior Engineer,1999-08-07,40000,Sudhanshu Kragelund
282690,Senior Staff,1998-01-27,40000,Gita Guting
282792,Senior Staff,1999-05-09,40000,Iara Luff
282794,Senior Engineer,1996-12-02,40039,Sigeru Syang
282801,Senior Engineer,1994-11-25,40000,Tua Plump
282700,Senior Staff,1997-03-17,80026,Dietrich Zhiwei
282701,Senior Engineer,1999-04-24,40000,Somnath Cusworth
282810,Senior Staff,1994-01-29,46958,Zeljko Merks
282705,Senior Engineer,1985-04-05,61997,Piyush Pulkowski
282706,Staff,1996-01-23,74473,Kagan Chleq
282707,Senior Engineer,1995-02-02,40000,Mrinalini Thombley
282812,Senior Staff,1993-02-24,63798,Eric Demri
282713,Senior Engineer,1998-06-12,60984,Sedat Hertweck
282817,Senior Staff,1990-08-05,40000,Kazuhito Kilgore
282820,Senior Engineer,1993-05-30,45085,Leucio Pietracaprina
282723,Engineer,1998-10-25,44568,Gretta Peres
282824,Senior Engineer,1997-08-22,51440,Cordelia Luon
282826,Senior Engineer,1998-05-10,40000,Takahiro Katiyar
282834,Senior Staff,2002-03-16,55968,Bodo Reeken
282837,Senior Staff,2000-04-10,47168,Suvo Masand
282838,Senior Staff,1990-07-30,58257,Toong Adachi
282743,Senior Staff,1994-01-24,102275,Becky Paludetto
282746,Staff,1996-03-02,46933,Lunjin Nitto
282841,Senior Staff,1996-10-16,45623,Alejandra Schwabacher
282747,Staff,1998-04-13,51880,Supot Quaggetto
282752,Senior Staff,1997-11-04,64594,Marin Erdi
282842,Senior Engineer,1999-11-04,53831,Berry Gimarc
282753,Senior Staff,1994-04-03,56725,Tonia Ghandeharizadeh
282846,Engineer,1997-05-28,63972,Persi Botman
282853,Staff,1997-12-05,40000,Mary Perna
282861,Senior Staff,1995-02-12,40000,Masami Paludetto
282943,Senior Staff,1985-12-22,40000,Ziyad Feldmann
282874,Senior Staff,2000-12-23,40000,Remco Ermel
282952,Staff,1997-09-09,43093,Demin Swist
282876,Staff,1999-04-01,47538,Aloke Standera
282959,Engineer,1996-05-17,46880,Uriel Bojadziev
282879,Senior Engineer,1989-04-18,51012,Akeel Ozeri
282962,Senior Engineer,1995-10-07,40000,Bernice Peral
282888,Staff,1994-02-19,55730,Anyuan DasSarma
282968,Staff,1998-09-09,40000,Baoqiu Picci
282970,Engineer,1997-06-17,40000,Souichi Lorys
282973,Senior Staff,2001-04-27,82491,Sastry Reistad
282893,Senior Staff,1995-11-02,40000,Shugo Azevdeo
282979,Engineer,2000-08-29,41146,Shen Steinauer
282895,Senior Staff,1999-12-31,68665,Jenwei Rabejac
282896,Engineer,1999-11-01,51496,Jiakeng Foote
282899,Senior Engineer,1994-06-04,40000,Poorav Veldwijk
282905,Senior Staff,1988-12-21,40000,Dayanand Escriba
282909,Senior Engineer,2000-12-15,90692,Demin Schapire
282998,Senior Staff,1996-05-18,40000,Arno Bahi
282913,Senior Engineer,1999-12-10,40000,Yurij Gyimothy
283001,Senior Engineer,1992-04-17,48555,Satoru Luce
283003,Senior Staff,1985-11-09,40000,Kotesh Pollock
282915,Engineer,1996-09-08,62969,Apostol Iacovou
282917,Senior Engineer,1991-08-25,40000,Leszek Seghrouchni
283008,Technique Leader,1997-09-03,40000,Somnath Lorin
283009,Senior Staff,1986-01-05,40000,Mitchel Erde
283016,Engineer,1998-01-25,40000,Ute Ratnaker
283017,Senior Staff,1987-11-21,40000,Wuxu Beeson
283019,Senior Engineer,1995-05-09,40000,Narain Aingworth
283022,Senior Engineer,1995-06-14,40284,Doowon Chenney
283026,Senior Engineer,1991-08-03,40526,Khaled Hegner
283027,Senior Engineer,1985-04-21,52302,Radoslaw Parfitt
283037,Senior Staff,1997-10-04,40000,Arun Simmel
283039,Senior Engineer,1992-01-02,40000,Mohit Georgakopoulos
283043,Staff,1997-12-13,69979,Aria Ozeki
282921,Staff,1996-03-26,40000,Theirry Bade
283048,Engineer,1998-10-30,45205,Akeno Ruemmler
283049,Staff,1996-01-20,40000,Isamu Stroustrup
282923,Senior Engineer,1992-04-25,56143,Constantine Zschoche
283050,Senior Staff,2001-02-23,64009,Juichirou Kusalik
283052,Senior Engineer,1996-02-06,40000,Fumitake Tempesti
282928,Senior Staff,1986-03-08,79235,Aleksandar Beilner
283059,Senior Engineer,1991-02-24,40000,Kshitij Bade
282930,Senior Engineer,1999-11-12,73563,Giap Linares
283062,Senior Engineer,1998-08-29,40000,Fun Naumovich
282931,Senior Engineer,1988-07-06,40000,Visit Ghandeharizadeh
282936,Senior Engineer,1991-09-22,40000,Brendon Sigstam
283066,Senior Staff,1998-10-09,40000,Palash Huhdanpaa
283127,Senior Staff,1992-05-06,41433,Renny Verspoor
283070,Senior Staff,1998-07-28,62634,Mark Radivojevic
283071,Senior Engineer,1985-02-03,50491,Limsoon Yeung
283072,Senior Engineer,1999-08-20,45689,Sverrir Hertweck
283074,Senior Engineer,1996-04-29,60988,Urs Templeman
283077,Senior Staff,1996-01-04,40000,Fumino Munro
283079,Senior Staff,1999-10-28,49474,Lubomir Kitai
283082,Engineer,1995-09-26,45933,Shahab Vendrig
283088,Engineer,1998-12-14,40000,Hiroyasu Schwartzburd
283093,Senior Engineer,1999-10-26,41351,Martine Imataki
283094,Senior Staff,1996-10-02,62417,Ishfaq Shanbhogue
283096,Senior Staff,1993-02-17,40000,Khosrow Azulay
283106,Senior Staff,1996-01-10,52721,Ortrud Munos
283110,Senior Engineer,1993-07-29,55065,Akeel Leuchs
283113,Senior Staff,1997-08-12,40000,Jongsuk Heuser
283115,Senior Engineer,2000-12-01,44138,Moty Birta
283116,Staff,1997-11-07,57968,Wilmer Hiraishi
283118,Engineer,1999-11-18,40000,Kagan Lodder
283119,Staff,1998-12-18,40000,Guoxiang Benzaken
283123,Technique Leader,1990-04-30,43489,Youssef Highland
283125,Technique Leader,1990-09-11,46382,Rimli Gire
283311,Senior Staff,1995-09-10,40000,Lucien Kaelbling
283315,Senior Engineer,1994-11-29,40000,Make Chimia
283320,Senior Staff,1996-09-26,40000,Eben Cyre
283323,Senior Engineer,1996-07-09,40000,Masami Wiegley
283327,Senior Engineer,1993-07-10,40000,Gilbert Selvestrel
283330,Senior Staff,1993-10-09,75543,Maha Kriebel
283337,Senior Engineer,1994-04-23,62713,True Bernatsky
283341,Senior Engineer,1995-05-28,40000,Geoffry Bahk
283345,Senior Engineer,2001-12-26,40000,Bodh Frezza
283349,Senior Engineer,1994-03-15,40000,Elgin Zolotykh
283354,Senior Engineer,2001-12-25,40000,Lansing Pellegrinelli
283356,Senior Engineer,2000-09-12,40000,Ingemar Zirintsis
283362,Senior Staff,2000-02-11,47594,Mrinalini Smailagic
283374,Senior Staff,1991-10-05,46956,Mohammed Zaumen
283375,Staff,1997-07-25,40569,Jovan Pauthner
283381,Senior Engineer,1995-03-07,62175,Munir Cannata
283382,Senior Engineer,1993-11-04,56195,Guozhong Kleiser
283387,Senior Staff,1989-12-29,40000,Danae Bahi
283389,Staff,1999-12-16,40000,Kristine Ertl
283391,Assistant Engineer,1995-10-16,40000,Tsutomu Seghrouchni
283393,Senior Engineer,1995-03-23,43933,Gladys Fraisse
283394,Senior Engineer,1998-11-25,40000,Rutger Lunn
283396,Senior Engineer,2001-01-30,40000,Kankanahalli Zucker
283400,Senior Staff,1991-03-01,60742,Shim Polupanov
283406,Senior Engineer,1995-02-18,48969,Zongyan Leaver
283409,Staff,1998-04-06,60834,Khalid Pramanik
283415,Senior Engineer,1998-09-10,40000,Serap Melski
283417,Engineer,1999-01-01,46407,Hairong Demizu
283418,Senior Engineer,1995-08-22,40000,Aemilian Ferretti
283421,Senior Engineer,2002-03-22,40000,Basim Picht
283424,Senior Staff,1995-05-12,70707,Huei Businaro
283427,Senior Engineer,1994-06-29,40000,Iara Heydon
283428,Senior Staff,1994-06-25,106404,Ramachenga Peot
283429,Engineer,1999-11-11,40000,Odoardo Narlikar
283435,Senior Staff,2001-04-29,40000,Takahiro Schmezko
283438,Senior Engineer,1993-12-27,67398,Heekeun Nastansky
283442,Senior Staff,1994-06-05,46902,Mohit Cincotta
283443,Senior Staff,2000-12-09,55189,Frederique Wilfing
283454,Senior Staff,1994-02-10,45607,Debatosh Massonet
283470,Senior Engineer,1996-08-19,68949,Eric Norsworthy
283475,Senior Engineer,1989-08-29,41081,Feiyu Mitina
283486,Senior Engineer,1992-08-28,40000,Mokhtar Kampfer
283495,Staff,1997-12-30,65064,JoAnne Trogemann
283496,Senior Staff,2002-05-15,69688,Kenroku Flasterstein
283509,Staff,1995-04-11,80096,Kensyu DeMori
283511,Staff,1996-12-17,63858,Mingsen Genin
283515,Senior Staff,2001-01-15,40000,Sverrir Naudin
283518,Technique Leader,1997-12-23,40000,Uinam Gide
283524,Senior Engineer,2001-08-27,73754,Koldo Goldhammer
283527,Senior Engineer,1996-01-27,50991,Atreyi Radivojevic
283529,Senior Staff,2001-05-26,86638,Lucien Ertl
283536,Engineer,1998-07-02,46154,Yongqiao Marwedel
283538,Technique Leader,1994-12-16,40000,Lakshmi Luders
283542,Senior Engineer,1990-11-02,40000,Chandrasekaran Benveniste
283544,Senior Staff,1999-10-27,40000,Jeanne Rehfuss
283546,Senior Staff,1999-04-16,66372,Subhankar Showalter
283547,Engineer,1997-12-13,57403,Shigeo Hammerschmidt
283551,Senior Engineer,1997-04-01,41919,Gererd Poehlman
283553,Staff,1998-09-26,78158,Tristan Bodoff
283554,Senior Engineer,1998-04-03,40000,Jouni Chachaty
283555,Senior Staff,1995-07-30,59819,Luerbio Foote
283556,Staff,1995-08-19,40000,Nathalie Garnick
283557,Staff,1998-09-21,77621,Hironobu Teitelbaum
283559,Senior Staff,1997-09-02,69243,Odoardo Solovay
283565,Senior Staff,1998-05-05,55700,Chinya Junet
283568,Senior Staff,1992-09-15,40000,Abdulla Zallocco
283573,Senior Staff,1992-11-14,44052,Martine Flanders
283576,Senior Engineer,1994-02-19,58771,Adel Vadhan
283582,Engineer,2002-04-16,51522,Pragnesh Decleir
283583,Senior Engineer,1997-05-18,47221,Sadun Rettelbach
283599,Staff,1996-03-27,75662,Radoslaw Remmers
283601,Senior Engineer,1991-04-19,54075,Uno Cunliffe
283602,Engineer,1999-06-30,40000,Jixiang Rodham
283603,Senior Staff,2002-05-20,88826,Jasminko Kavvadias
283609,Staff,2000-01-19,46753,Guadalupe Szilard
283616,Senior Engineer,1999-12-11,40000,Yurii Schreiter
283625,Staff,1996-09-09,49210,Lihong Zlotek
283626,Staff,1998-08-05,52007,Sham Juneja
283641,Senior Staff,2001-09-28,73556,Anwar Siprelle
283642,Senior Engineer,1996-02-21,40000,Mayuri Hasenauer
283649,Senior Engineer,1994-06-05,65175,Maren Frolund
283653,Senior Staff,1992-01-31,43254,Neelam Camurati
283657,Senior Staff,1995-08-12,40000,Willard Barbanera
283658,Senior Staff,2002-07-11,40000,Ung Aloia
283662,Senior Engineer,1999-05-09,40000,Srinidhi Spell
283665,Senior Engineer,2001-02-22,58775,Kristina Ghazalie
283673,Senior Engineer,1993-05-09,71919,Tadanori Litecky
283687,Engineer,1997-07-18,40000,Palash Schurmann
283688,Engineer,1997-09-22,51098,Bojan Busillo
283689,Senior Engineer,1997-06-06,40000,Angus Nyanchama
283691,Senior Engineer,1987-05-15,47175,Licheng Reinhart
283698,Senior Staff,1997-12-11,81535,Frazer Delgrossi
283699,Senior Staff,2001-06-06,64628,Xiaopeng Welham
283700,Engineer,1995-09-19,40000,Youngkon Calkin
283709,Senior Engineer,2000-01-10,62157,Bartek Bashian
283711,Senior Engineer,2001-11-09,66168,Hauke Auria
283718,Staff,1998-11-29,64542,Joydip Oehlmann
283721,Senior Engineer,1997-05-25,69099,Yuguang Driscoll
283724,Senior Engineer,1985-11-12,49805,Phuoc Suri
283726,Engineer,1997-12-01,45130,Arun Hiroyama
283740,Senior Staff,1996-04-24,62254,Stella Selenyi
283757,Senior Engineer,1995-02-12,44071,Tonia Bennet
283762,Senior Staff,1992-09-13,76156,Mitchel Yetto
283766,Engineer,1997-03-06,40000,Shuky Iwayama
283768,Senior Staff,1997-04-11,71792,Mayuri Boreale
283770,Senior Engineer,1985-12-13,40000,Takahira Bale
283777,Engineer,1995-06-13,40000,Nectarios Sridhar
283789,Senior Staff,1997-05-24,40000,Navid Piveteau
283804,Senior Engineer,1992-03-04,54288,Aran Koprowski
283805,Senior Engineer,1994-10-20,47930,Yechezkel Kroha
283810,Technique Leader,1998-07-15,40000,Conor Maliniak
283819,Staff,1998-06-19,40000,Martijn Janetzko
283820,Senior Engineer,1997-12-06,40712,Tonia Talmor
283821,Assistant Engineer,1996-03-13,61276,Jianwen Schicker
283822,Technique Leader,1997-01-04,70899,Nadjib Stentiford
283825,Senior Engineer,1997-01-01,52840,Moto Srimani
283826,Senior Engineer,1993-02-07,40000,Yahiko Kaelbling
283827,Staff,1996-04-21,76683,Waiman Ciolek
283828,Staff,1998-10-06,65049,Dannz Portugali
283829,Senior Staff,1988-01-16,53053,Along Niizuma
283830,Senior Staff,1992-11-26,49717,Martina Marwedel
283833,Senior Engineer,1994-09-03,80394,Nikolaos Etalle
283840,Assistant Engineer,1999-03-16,40000,Shuzo Menyhert
283844,Senior Staff,2000-10-04,52835,Charlene Cincotta
283846,Assistant Engineer,1993-08-28,40000,Hatem Cesareni
283847,Senior Staff,1985-04-29,67917,Fai Barriga
283848,Senior Engineer,1994-05-27,65921,Zeydy Baaz
283852,Senior Staff,1998-12-27,67952,Arfst Waterhouse
283854,Senior Staff,1996-05-21,46336,Richara Aloisi
283855,Senior Engineer,1996-11-13,40000,Yuchang Klassen
283858,Senior Staff,1996-02-24,47084,Lorien Egerstedt
283862,Staff,1995-05-25,40000,Martijn Wroclawski
283871,Senior Staff,1998-07-02,85126,Geraldo Porotnikoff
283872,Senior Engineer,1990-01-09,45159,Aleksander Vieri
283886,Senior Staff,2002-01-09,60337,Thanasis Jeansoulin
283895,Engineer,1997-08-24,49668,Baocai Veeraraghavan
283899,Senior Engineer,1995-10-07,55406,Tsutomu Salvesen
283900,Engineer,1996-03-01,50480,Shaunak Gist
283901,Engineer,1999-10-15,49979,Aloke Vingron
283920,Staff,1996-06-25,65873,Tomoyuki Demian
283925,Senior Staff,1999-01-03,40000,Adit Selvestrel
283927,Staff,1997-12-04,72188,Taiji Kolinko
283933,Senior Staff,1991-04-20,62636,Lihong Hofmeyr
283934,Engineer,1997-04-12,53629,Boutros Emden
283942,Senior Staff,2001-12-18,91205,Ibibia Kieras
283948,Senior Staff,1995-09-24,77118,Mats Vanwelkenhuysen
283949,Senior Staff,1994-07-17,79040,Ioana Kroft
283950,Senior Engineer,2000-08-02,64645,Danco Esposito
283951,Senior Engineer,2002-03-22,40000,Ramachenga Marrevee
283952,Senior Engineer,1997-03-02,40000,Maya Hoogerwoord
283953,Senior Staff,2000-09-26,74360,Szabolcs Raczkowsky
283955,Engineer,1998-11-06,57542,Krister Hiltgen
283959,Senior Engineer,1986-01-27,40000,Heather Comyn
283965,Staff,1995-07-03,66747,Alain Lung
283972,Senior Engineer,1992-03-08,40000,Kwangho Kenevan
283974,Staff,1995-12-01,54679,Shai Begiun
283980,Senior Engineer,1995-03-06,40000,Shahab Herbst
283988,Staff,1997-03-11,69578,Dhritiman Swen
283989,Engineer,1997-11-30,62796,Lorien Nollmann
283991,Senior Staff,1987-10-07,41663,Leon Conia
283994,Senior Staff,1990-02-02,49089,Shrikanth Kilgore
283999,Senior Engineer,1997-02-01,40000,Herb Argence
284001,Senior Engineer,1995-10-12,50995,Divine Kusalik
284007,Staff,1997-12-23,56666,Seshu Compeau
284010,Senior Engineer,2001-01-02,40000,Maia Danley
284016,Engineer,1999-05-18,40000,Oscal Karcich
284017,Senior Staff,1995-10-06,86196,True Godskesen
284028,Senior Staff,1994-02-02,40000,Gererd Engberts
284030,Senior Staff,1991-07-07,59408,Geraldo Alvarado
284032,Senior Engineer,1990-07-08,40000,Rayond Ranum
284033,Senior Staff,1997-11-23,51960,Shugo Berstel
284043,Assistant Engineer,1997-07-07,42008,Xudong Leslie
284048,Senior Staff,2001-11-08,85211,Moheb Litecky
284050,Senior Staff,1999-02-08,40000,Haldon Maginnis
284056,Senior Engineer,2002-05-27,63252,Tze Ambroszkiewicz
284064,Senior Staff,1990-10-14,70846,Takahiro Gill
284067,Senior Engineer,1996-12-22,40000,Radhika Gruenwald
284073,Senior Engineer,1992-08-04,59095,Kazunori Marakhovsky
284077,Senior Staff,1995-06-14,57962,Sahrah Wilharm
284079,Senior Staff,1989-08-22,99276,Roddy Himler
284081,Staff,1999-02-17,78101,Deniz Kampfer
284083,Senior Staff,1998-03-25,48386,Kannan Ritcey
284084,Technique Leader,1990-09-19,40000,Nakhoon Hockney
284087,Senior Engineer,1994-06-10,54645,Anoosh Sullins
284088,Engineer,1999-04-13,40000,Katsuyuki DasSarma
284091,Senior Staff,1993-02-18,40000,Jianhua Kranzdorf
284095,Senior Staff,1995-01-23,69332,Tran Siochi
284099,Senior Engineer,1995-11-08,45170,Masali Gluchowski
284102,Engineer,1995-04-20,40000,Conrado Basart
284106,Senior Engineer,2001-04-04,55903,Tamiya Brickell
284108,Senior Engineer,2001-12-13,40000,Jinxi Kalloufi
284118,Senior Engineer,1994-03-05,59948,Toshimo Lorho
284119,Engineer,1996-02-08,42738,Baoqiu Rathonyi
284140,Staff,1997-09-21,40000,Sungwon Anguita
284145,Senior Staff,1999-12-06,61500,Herb Cronan
284146,Senior Engineer,1990-05-15,71644,Jouni Peot
284150,Senior Staff,1995-03-22,49240,Along Bail
284152,Senior Engineer,1999-01-25,58604,Katsuyuki Acton
284155,Senior Engineer,1994-02-06,40000,Xiping Puppe
284156,Senior Engineer,1994-04-14,40000,Nechama Ananiadou
284158,Senior Staff,1989-01-08,55126,Sumant Legleitner
284159,Senior Engineer,1996-11-17,40000,Keung Talmor
284163,Senior Engineer,1996-01-14,40000,JoAnna Cromarty
284165,Senior Engineer,1998-09-16,40000,Bezalel Ratzlaff
284167,Senior Staff,1995-05-08,40000,Abdelghani Merle
284171,Senior Staff,1998-10-10,78491,Pohua Sudkamp
284173,Senior Engineer,1996-04-19,49625,Sarita Cools
284178,Senior Engineer,1991-06-29,49810,Zejun Lung
284184,Senior Staff,1999-11-29,49906,Sahrah Pero
284195,Senior Staff,2001-09-01,41771,Mona Bouloucos
284196,Senior Engineer,1994-10-13,40771,Parto Krichel
284197,Senior Engineer,2002-05-15,65232,Dinah Dalphin
284198,Senior Staff,1986-02-24,40000,Fei Miake
284201,Senior Engineer,1998-02-26,41482,Shmuel Gils
284203,Senior Staff,1992-03-07,55573,Subhankar Weisert
284204,Senior Staff,1997-04-04,58417,Uli Lienhardt
284205,Engineer,1997-06-05,45523,Valter Falco
284210,Senior Engineer,1994-02-27,49216,Dante Weisert
284211,Senior Staff,1998-03-14,40000,Kiyokazu Baek
284212,Senior Engineer,2001-09-01,62832,Candida Pollacia
284225,Staff,1997-01-19,68061,Val Pulkowski
284228,Staff,1993-12-08,77557,Fuqing Pelc
284234,Senior Staff,1992-07-19,48537,Yongmin Rullman
284235,Senior Engineer,1998-08-26,57198,Barna Stentiford
284243,Technique Leader,1986-08-17,73042,Pohua Chorvat
284246,Staff,1998-04-22,40000,Zijian Poujol
284247,Staff,1999-08-11,40000,Slavian Cummings
284248,Senior Staff,2000-04-26,46642,Uta Thimonier
284250,Senior Staff,1996-12-11,40000,Munehiko Baby
284253,Senior Engineer,1986-04-05,40000,Shrikanth Papsdorf
284263,Staff,1997-06-24,84416,Phuoc Juneja
284264,Senior Engineer,1988-03-28,47899,Kayoko Jarecki
284265,Senior Staff,1996-08-08,67627,Christoph Lubachevsky
284271,Senior Engineer,2000-11-26,48872,Kwan Danecki
284272,Staff,1998-09-30,66533,Kwee Jayawardene
284278,Senior Staff,1993-10-11,46725,Katsuyuki Leppanen
284304,Engineer,1997-09-28,40000,Nirmal Malabarba
284306,Senior Engineer,1985-09-09,40000,Katsuyuki Birrer
284321,Staff,1999-06-01,76196,Sasan Pintelas
284324,Senior Staff,1993-11-10,60698,Sajjad Weedon
284327,Engineer,1998-11-26,40000,Kwangyoen Emmerich
284334,Technique Leader,1986-09-18,76952,Alper Stifter
284336,Senior Engineer,1987-01-17,62423,Yechiam Gornas
284341,Senior Staff,1999-06-18,40000,Krister Matzov
284342,Engineer,1998-07-12,60292,Mahmut Dulin
284343,Senior Engineer,2001-12-09,47307,Jeanne Velardi
284354,Engineer,1996-02-26,57001,Xiaopeng Pileggi
284359,Senior Staff,1995-10-08,63154,Shaowen Warwick
284360,Technique Leader,1988-10-08,49745,Kwun Sommen
284370,Staff,1997-06-19,63953,Goncalo Douceur
284385,Staff,1999-04-09,67060,Xiaocheng Marletta
284386,Senior Staff,1994-02-18,40000,Kinh Slobodova
284391,Technique Leader,1987-12-31,50438,Berto Bennet
